"time","S","I","R","new_I","new_R"
0,196,4,0,4,0
0.5,195,5,0,1,0
1,190,10,0,5,0
1.5,180,20,0,10,0
2,167,33,0,13,0
2.5,154,45,1,13,1
3,133,66,1,21,0
3.5,113,82,5,20,4
4,88,103,9,25,4
4.5,70,116,14,18,5
5,49,132,19,21,5
5.5,36,140,24,13,5
6,25,144,31,11,7
6.5,16,147,37,9,6
7,12,145,43,4,6
7.5,8,146,46,4,3
8,4,147,49,4,3
8.5,1,143,56,3,7
9,0,141,59,1,3
9.5,0,135,65,0,6
10,0,130,70,0,5
10.5,0,122,78,0,8
11,0,117,83,0,5
11.5,0,115,85,0,2
12,0,106,94,0,9
12.5,0,102,98,0,4
13,0,98,102,0,4
13.5,0,94,106,0,4
14,0,92,108,0,2
14.5,0,89,111,0,3
15,0,87,113,0,2
15.5,0,82,118,0,5
16,0,78,122,0,4
16.5,0,76,124,0,2
17,0,75,125,0,1
17.5,0,70,130,0,5
18,0,70,130,0,0
18.5,0,66,134,0,4
19,0,65,135,0,1
19.5,0,63,137,0,2
20,0,59,141,0,4
20.5,0,59,141,0,0
21,0,57,143,0,2
21.5,0,57,143,0,0
22,0,54,146,0,3
22.5,0,52,148,0,2
23,0,50,150,0,2
23.5,0,48,152,0,2
24,0,48,152,0,0
24.5,0,45,155,0,3
25,0,42,158,0,3
25.5,0,40,160,0,2
26,0,39,161,0,1
26.5,0,38,162,0,1
27,0,36,164,0,2
27.5,0,34,166,0,2
28,0,33,167,0,1
28.5,0,32,168,0,1
29,0,30,170,0,2
29.5,0,27,173,0,3
30,0,26,174,0,1
30.5,0,25,175,0,1
31,0,24,176,0,1
31.5,0,24,176,0,0
32,0,24,176,0,0
32.5,0,23,177,0,1
33,0,22,178,0,1
33.5,0,21,179,0,1
34,0,19,181,0,2
34.5,0,18,182,0,1
35,0,18,182,0,0
35.5,0,18,182,0,0
36,0,18,182,0,0
36.5,0,18,182,0,0
37,0,18,182,0,0
37.5,0,18,182,0,0
38,0,17,183,0,1
38.5,0,16,184,0,1
39,0,14,186,0,2
39.5,0,13,187,0,1
40,0,13,187,0,0
40.5,0,13,187,0,0
41,0,12,188,0,1
41.5,0,12,188,0,0
42,0,12,188,0,0
42.5,0,10,190,0,2
43,0,9,191,0,1
43.5,0,9,191,0,0
44,0,9,191,0,0
44.5,0,9,191,0,0
45,0,9,191,0,0
45.5,0,9,191,0,0
46,0,9,191,0,0
46.5,0,8,192,0,1
47,0,8,192,0,0
47.5,0,8,192,0,0
48,0,8,192,0,0
48.5,0,8,192,0,0
49,0,8,192,0,0
49.5,0,7,193,0,1
50,0,7,193,0,0
50.5,0,7,193,0,0
51,0,6,194,0,1
51.5,0,6,194,0,0
52,0,6,194,0,0
52.5,0,6,194,0,0
53,0,6,194,0,0
53.5,0,6,194,0,0
54,0,6,194,0,0
54.5,0,6,194,0,0
55,0,6,194,0,0
55.5,0,6,194,0,0
56,0,5,195,0,1
56.5,0,5,195,0,0
57,0,5,195,0,0
57.5,0,5,195,0,0
58,0,5,195,0,0
58.5,0,5,195,0,0
59,0,5,195,0,0
59.5,0,4,196,0,1
60,0,4,196,0,0
60.5,0,4,196,0,0
61,0,3,197,0,1
61.5,0,3,197,0,0
62,0,3,197,0,0
62.5,0,3,197,0,0
63,0,3,197,0,0
63.5,0,3,197,0,0
64,0,3,197,0,0
64.5,0,3,197,0,0
65,0,3,197,0,0
65.5,0,3,197,0,0
66,0,3,197,0,0
66.5,0,3,197,0,0
67,0,3,197,0,0
67.5,0,3,197,0,0
68,0,3,197,0,0
68.5,0,3,197,0,0
69,0,3,197,0,0
69.5,0,3,197,0,0
70,0,3,197,0,0
70.5,0,3,197,0,0
71,0,3,197,0,0
71.5,0,3,197,0,0
72,0,3,197,0,0
72.5,0,3,197,0,0
73,0,3,197,0,0
73.5,0,3,197,0,0
74,0,2,198,0,1
74.5,0,2,198,0,0
75,0,2,198,0,0
75.5,0,2,198,0,0
76,0,2,198,0,0
76.5,0,1,199,0,1
77,0,1,199,0,0
77.5,0,1,199,0,0
78,0,1,199,0,0
78.5,0,1,199,0,0
79,0,1,199,0,0
79.5,0,1,199,0,0
80,0,0,200,0,1
