"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,933,66,1,47,1
1,774,221,5,159,4
1.5,468,518,14,306,9
2,136,832,32,332,18
2.5,16,924,60,120,28
3,1,900,99,15,39
3.5,0,872,128,1,29
4,0,846,154,0,26
4.5,0,818,182,0,28
5,0,788,212,0,30
5.5,0,753,247,0,35
6,0,723,277,0,30
6.5,0,697,303,0,26
7,0,665,335,0,32
7.5,0,636,364,0,29
8,0,610,390,0,26
8.5,0,594,406,0,16
9,0,572,428,0,22
9.5,0,551,449,0,21
10,0,533,467,0,18
10.5,0,516,484,0,17
11,0,500,500,0,16
11.5,0,485,515,0,15
12,0,466,534,0,19
12.5,0,440,560,0,26
13,0,427,573,0,13
13.5,0,409,591,0,18
14,0,396,604,0,13
14.5,0,374,626,0,22
15,0,361,639,0,13
15.5,0,347,653,0,14
16,0,335,665,0,12
16.5,0,318,682,0,17
17,0,305,695,0,13
17.5,0,296,704,0,9
18,0,287,713,0,9
18.5,0,278,722,0,9
19,0,269,731,0,9
19.5,0,257,743,0,12
20,0,246,754,0,11
20.5,0,238,762,0,8
21,0,227,773,0,11
21.5,0,217,783,0,10
22,0,210,790,0,7
22.5,0,201,799,0,9
23,0,189,811,0,12
23.5,0,181,819,0,8
24,0,167,833,0,14
24.5,0,161,839,0,6
25,0,151,849,0,10
25.5,0,144,856,0,7
26,0,140,860,0,4
26.5,0,138,862,0,2
27,0,131,869,0,7
27.5,0,120,880,0,11
28,0,114,886,0,6
28.5,0,113,887,0,1
29,0,112,888,0,1
29.5,0,110,890,0,2
30,0,106,894,0,4
30.5,0,101,899,0,5
31,0,98,902,0,3
31.5,0,93,907,0,5
32,0,90,910,0,3
32.5,0,88,912,0,2
33,0,81,919,0,7
33.5,0,77,923,0,4
34,0,71,929,0,6
34.5,0,70,930,0,1
35,0,67,933,0,3
35.5,0,67,933,0,0
36,0,64,936,0,3
36.5,0,62,938,0,2
37,0,59,941,0,3
37.5,0,58,942,0,1
38,0,51,949,0,7
38.5,0,49,951,0,2
39,0,48,952,0,1
39.5,0,43,957,0,5
40,0,42,958,0,1
40.5,0,41,959,0,1
41,0,38,962,0,3
41.5,0,37,963,0,1
42,0,34,966,0,3
42.5,0,32,968,0,2
43,0,30,970,0,2
43.5,0,30,970,0,0
44,0,28,972,0,2
44.5,0,28,972,0,0
45,0,27,973,0,1
45.5,0,27,973,0,0
46,0,26,974,0,1
46.5,0,26,974,0,0
47,0,25,975,0,1
47.5,0,25,975,0,0
48,0,22,978,0,3
48.5,0,22,978,0,0
49,0,20,980,0,2
49.5,0,19,981,0,1
50,0,19,981,0,0
50.5,0,18,982,0,1
51,0,16,984,0,2
51.5,0,15,985,0,1
52,0,15,985,0,0
52.5,0,15,985,0,0
53,0,15,985,0,0
53.5,0,14,986,0,1
54,0,12,988,0,2
54.5,0,11,989,0,1
55,0,11,989,0,0
55.5,0,11,989,0,0
56,0,11,989,0,0
56.5,0,11,989,0,0
57,0,11,989,0,0
57.5,0,9,991,0,2
58,0,9,991,0,0
58.5,0,7,993,0,2
59,0,6,994,0,1
59.5,0,6,994,0,0
60,0,6,994,0,0
60.5,0,6,994,0,0
61,0,4,996,0,2
61.5,0,4,996,0,0
62,0,4,996,0,0
62.5,0,4,996,0,0
63,0,4,996,0,0
63.5,0,3,997,0,1
64,0,3,997,0,0
64.5,0,2,998,0,1
65,0,2,998,0,0
65.5,0,1,999,0,1
66,0,1,999,0,0
66.5,0,1,999,0,0
67,0,1,999,0,0
67.5,0,1,999,0,0
68,0,1,999,0,0
68.5,0,1,999,0,0
69,0,1,999,0,0
69.5,0,1,999,0,0
70,0,1,999,0,0
70.5,0,1,999,0,0
71,0,1,999,0,0
71.5,0,1,999,0,0
72,0,1,999,0,0
72.5,0,1,999,0,0
73,0,1,999,0,0
73.5,0,1,999,0,0
74,0,0,1000,0,1
74.5,0,0,1000,0,0
75,0,0,1000,0,0
75.5,0,0,1000,0,0
76,0,0,1000,0,0
76.5,0,0,1000,0,0
77,0,0,1000,0,0
77.5,0,0,1000,0,0
78,0,0,1000,0,0
78.5,0,0,1000,0,0
79,0,0,1000,0,0
79.5,0,0,1000,0,0
80,0,0,1000,0,0
