"time","S","I","R","new_I","new_R"
0,196,4,0,4,0
0.5,196,4,0,0,0
1,196,4,0,0,0
1.5,195,5,0,1,0
2,194,6,0,1,0
2.5,193,7,0,1,0
3,193,6,1,0,1
3.5,189,9,2,4,1
4,187,11,2,2,0
4.5,185,13,2,2,0
5,183,15,2,2,0
5.5,181,16,3,2,1
6,181,16,3,0,0
6.5,177,19,4,4,1
7,175,20,5,2,1
7.5,172,22,6,3,1
8,171,23,6,1,0
8.5,168,26,6,3,0
9,165,25,10,3,4
9.5,161,27,12,4,2
10,161,26,13,0,1
10.5,160,26,14,1,1
11,158,26,16,2,2
11.5,156,27,17,2,1
12,154,28,18,2,1
12.5,151,30,19,3,1
13,149,32,19,2,0
13.5,146,32,22,3,3
14,144,32,24,2,2
14.5,141,34,25,3,1
15,140,32,28,1,3
15.5,136,32,32,4,4
16,134,32,34,2,2
16.5,132,31,37,2,3
17,131,31,38,1,1
17.5,127,34,39,4,1
18,125,34,41,2,2
18.5,121,35,44,4,3
19,115,39,46,6,2
19.5,113,38,49,2,3
20,110,38,52,3,3
20.5,105,41,54,5,2
21,103,40,57,2,3
21.5,100,38,62,3,5
22,97,40,63,3,1
22.5,96,37,67,1,4
23,94,39,67,2,0
23.5,89,39,72,5,5
24,84,41,75,5,3
24.5,80,43,77,4,2
25,79,44,77,1,0
25.5,77,42,81,2,4
26,77,37,86,0,5
26.5,76,37,87,1,1
27,76,35,89,0,2
27.5,75,34,91,1,2
28,73,34,93,2,2
28.5,71,31,98,2,5
29,71,29,100,0,2
29.5,70,27,103,1,3
30,69,28,103,1,0
30.5,67,28,105,2,2
31,67,27,106,0,1
31.5,66,25,109,1,3
32,66,20,114,0,5
32.5,64,20,116,2,2
33,64,16,120,0,4
33.5,64,14,122,0,2
34,63,14,123,1,1
34.5,63,14,123,0,0
35,62,14,124,1,1
35.5,62,13,125,0,1
36,62,12,126,0,1
36.5,61,12,127,1,1
37,59,12,129,2,2
37.5,58,11,131,1,2
38,58,11,131,0,0
38.5,57,10,133,1,2
39,57,10,133,0,0
39.5,57,9,134,0,1
40,57,9,134,0,0
40.5,55,11,134,2,0
41,55,11,134,0,0
41.5,54,11,135,1,1
42,53,9,138,1,3
42.5,53,8,139,0,1
43,52,9,139,1,0
43.5,52,8,140,0,1
44,52,8,140,0,0
44.5,52,7,141,0,1
45,52,6,142,0,1
45.5,52,5,143,0,1
46,52,4,144,0,1
46.5,52,4,144,0,0
47,52,4,144,0,0
47.5,52,3,145,0,1
48,52,3,145,0,0
48.5,52,2,146,0,1
49,52,2,146,0,0
49.5,52,2,146,0,0
50,52,1,147,0,1
50.5,52,1,147,0,0
51,52,1,147,0,0
51.5,52,1,147,0,0
52,52,1,147,0,0
52.5,52,0,148,0,1
53,52,0,148,0,0
53.5,52,0,148,0,0
54,52,0,148,0,0
54.5,52,0,148,0,0
55,52,0,148,0,0
55.5,52,0,148,0,0
56,52,0,148,0,0
56.5,52,0,148,0,0
57,52,0,148,0,0
57.5,52,0,148,0,0
58,52,0,148,0,0
58.5,52,0,148,0,0
59,52,0,148,0,0
59.5,52,0,148,0,0
60,52,0,148,0,0
60.5,52,0,148,0,0
61,52,0,148,0,0
61.5,52,0,148,0,0
62,52,0,148,0,0
62.5,52,0,148,0,0
63,52,0,148,0,0
63.5,52,0,148,0,0
64,52,0,148,0,0
64.5,52,0,148,0,0
65,52,0,148,0,0
65.5,52,0,148,0,0
66,52,0,148,0,0
66.5,52,0,148,0,0
67,52,0,148,0,0
67.5,52,0,148,0,0
68,52,0,148,0,0
68.5,52,0,148,0,0
69,52,0,148,0,0
69.5,52,0,148,0,0
70,52,0,148,0,0
70.5,52,0,148,0,0
71,52,0,148,0,0
71.5,52,0,148,0,0
72,52,0,148,0,0
72.5,52,0,148,0,0
73,52,0,148,0,0
73.5,52,0,148,0,0
74,52,0,148,0,0
74.5,52,0,148,0,0
75,52,0,148,0,0
75.5,52,0,148,0,0
76,52,0,148,0,0
76.5,52,0,148,0,0
77,52,0,148,0,0
77.5,52,0,148,0,0
78,52,0,148,0,0
78.5,52,0,148,0,0
79,52,0,148,0,0
79.5,52,0,148,0,0
80,52,0,148,0,0
