"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,931,68,1,49,1
1,765,230,5,166,4
1.5,412,573,15,353,10
2,94,872,34,318,19
2.5,11,918,71,83,37
3,2,882,116,9,45
3.5,0,851,149,2,33
4,0,814,186,0,37
4.5,0,769,231,0,45
5,0,744,256,0,25
5.5,0,721,279,0,23
6,0,684,316,0,37
6.5,0,654,346,0,30
7,0,634,366,0,20
7.5,0,602,398,0,32
8,0,580,420,0,22
8.5,0,564,436,0,16
9,0,531,469,0,33
9.5,0,507,493,0,24
10,0,485,515,0,22
10.5,0,464,536,0,21
11,0,452,548,0,12
11.5,0,428,572,0,24
12,0,403,597,0,25
12.5,0,384,616,0,19
13,0,373,627,0,11
13.5,0,359,641,0,14
14,0,344,656,0,15
14.5,0,322,678,0,22
15,0,313,687,0,9
15.5,0,302,698,0,11
16,0,290,710,0,12
16.5,0,276,724,0,14
17,0,257,743,0,19
17.5,0,243,757,0,14
18,0,229,771,0,14
18.5,0,221,779,0,8
19,0,214,786,0,7
19.5,0,208,792,0,6
20,0,202,798,0,6
20.5,0,190,810,0,12
21,0,181,819,0,9
21.5,0,173,827,0,8
22,0,169,831,0,4
22.5,0,162,838,0,7
23,0,158,842,0,4
23.5,0,145,855,0,13
24,0,137,863,0,8
24.5,0,135,865,0,2
25,0,130,870,0,5
25.5,0,125,875,0,5
26,0,119,881,0,6
26.5,0,115,885,0,4
27,0,107,893,0,8
27.5,0,105,895,0,2
28,0,101,899,0,4
28.5,0,94,906,0,7
29,0,93,907,0,1
29.5,0,90,910,0,3
30,0,88,912,0,2
30.5,0,87,913,0,1
31,0,84,916,0,3
31.5,0,79,921,0,5
32,0,77,923,0,2
32.5,0,74,926,0,3
33,0,72,928,0,2
33.5,0,69,931,0,3
34,0,66,934,0,3
34.5,0,63,937,0,3
35,0,62,938,0,1
35.5,0,61,939,0,1
36,0,59,941,0,2
36.5,0,57,943,0,2
37,0,52,948,0,5
37.5,0,50,950,0,2
38,0,48,952,0,2
38.5,0,46,954,0,2
39,0,44,956,0,2
39.5,0,44,956,0,0
40,0,43,957,0,1
40.5,0,40,960,0,3
41,0,38,962,0,2
41.5,0,38,962,0,0
42,0,37,963,0,1
42.5,0,36,964,0,1
43,0,33,967,0,3
43.5,0,31,969,0,2
44,0,31,969,0,0
44.5,0,29,971,0,2
45,0,27,973,0,2
45.5,0,27,973,0,0
46,0,27,973,0,0
46.5,0,26,974,0,1
47,0,26,974,0,0
47.5,0,23,977,0,3
48,0,22,978,0,1
48.5,0,21,979,0,1
49,0,20,980,0,1
49.5,0,20,980,0,0
50,0,19,981,0,1
50.5,0,18,982,0,1
51,0,17,983,0,1
51.5,0,16,984,0,1
52,0,16,984,0,0
52.5,0,15,985,0,1
53,0,15,985,0,0
53.5,0,15,985,0,0
54,0,15,985,0,0
54.5,0,14,986,0,1
55,0,13,987,0,1
55.5,0,13,987,0,0
56,0,13,987,0,0
56.5,0,13,987,0,0
57,0,13,987,0,0
57.5,0,13,987,0,0
58,0,13,987,0,0
58.5,0,11,989,0,2
59,0,10,990,0,1
59.5,0,10,990,0,0
60,0,10,990,0,0
60.5,0,10,990,0,0
61,0,10,990,0,0
61.5,0,9,991,0,1
62,0,9,991,0,0
62.5,0,9,991,0,0
63,0,9,991,0,0
63.5,0,9,991,0,0
64,0,9,991,0,0
64.5,0,8,992,0,1
65,0,8,992,0,0
65.5,0,8,992,0,0
66,0,8,992,0,0
66.5,0,7,993,0,1
67,0,6,994,0,1
67.5,0,5,995,0,1
68,0,5,995,0,0
68.5,0,4,996,0,1
69,0,3,997,0,1
69.5,0,3,997,0,0
70,0,2,998,0,1
70.5,0,2,998,0,0
71,0,2,998,0,0
71.5,0,1,999,0,1
72,0,0,1000,0,1
72.5,0,0,1000,0,0
73,0,0,1000,0,0
73.5,0,0,1000,0,0
74,0,0,1000,0,0
74.5,0,0,1000,0,0
75,0,0,1000,0,0
75.5,0,0,1000,0,0
76,0,0,1000,0,0
76.5,0,0,1000,0,0
77,0,0,1000,0,0
77.5,0,0,1000,0,0
78,0,0,1000,0,0
78.5,0,0,1000,0,0
79,0,0,1000,0,0
79.5,0,0,1000,0,0
80,0,0,1000,0,0
