"time","S","I","R","new_I","new_R"
0,49,1,0,1,0
0.5,49,1,0,0,0
1,49,1,0,0,0
1.5,49,1,0,0,0
2,49,1,0,0,0
2.5,49,1,0,0,0
3,49,1,0,0,0
3.5,49,1,0,0,0
4,49,1,0,0,0
4.5,49,1,0,0,0
5,49,1,0,0,0
5.5,48,2,0,1,0
6,47,3,0,1,0
6.5,46,4,0,1,0
7,44,6,0,2,0
7.5,41,9,0,3,0
8,38,12,0,3,0
8.5,36,12,2,2,2
9,33,14,3,3,1
9.5,28,17,5,5,2
10,24,20,6,4,1
10.5,22,22,6,2,0
11,22,20,8,0,2
11.5,20,22,8,2,0
12,20,21,9,0,1
12.5,19,20,11,1,2
13,17,19,14,2,3
13.5,16,19,15,1,1
14,15,19,16,1,1
14.5,13,20,17,2,1
15,12,20,18,1,1
15.5,12,20,18,0,0
16,11,20,19,1,1
16.5,8,21,21,3,2
17,7,21,22,1,1
17.5,7,21,22,0,0
18,7,20,23,0,1
18.5,6,20,24,1,1
19,6,19,25,0,1
19.5,6,16,28,0,3
20,6,16,28,0,0
20.5,4,17,29,2,1
21,4,16,30,0,1
21.5,4,16,30,0,0
22,3,17,30,1,0
22.5,3,17,30,0,0
23,3,16,31,0,1
23.5,3,15,32,0,1
24,3,14,33,0,1
24.5,3,13,34,0,1
25,3,13,34,0,0
25.5,3,13,34,0,0
26,3,13,34,0,0
26.5,2,12,36,1,2
27,1,13,36,1,0
27.5,1,13,36,0,0
28,1,12,37,0,1
28.5,1,12,37,0,0
29,1,10,39,0,2
29.5,1,9,40,0,1
30,1,8,41,0,1
30.5,1,8,41,0,0
31,1,8,41,0,0
31.5,1,8,41,0,0
32,1,8,41,0,0
32.5,1,6,43,0,2
33,1,6,43,0,0
33.5,1,6,43,0,0
34,1,6,43,0,0
34.5,1,5,44,0,1
35,1,5,44,0,0
35.5,1,5,44,0,0
36,1,4,45,0,1
36.5,1,3,46,0,1
37,1,3,46,0,0
37.5,1,2,47,0,1
38,1,2,47,0,0
38.5,1,2,47,0,0
39,1,2,47,0,0
39.5,1,2,47,0,0
40,1,2,47,0,0
40.5,1,2,47,0,0
41,1,2,47,0,0
41.5,1,2,47,0,0
42,1,1,48,0,1
42.5,1,1,48,0,0
43,1,1,48,0,0
43.5,1,1,48,0,0
44,1,1,48,0,0
44.5,1,1,48,0,0
45,1,1,48,0,0
45.5,1,1,48,0,0
46,1,1,48,0,0
46.5,1,1,48,0,0
47,1,1,48,0,0
47.5,1,1,48,0,0
48,1,1,48,0,0
48.5,1,1,48,0,0
49,1,1,48,0,0
49.5,1,1,48,0,0
50,1,1,48,0,0
50.5,1,1,48,0,0
51,1,1,48,0,0
51.5,1,1,48,0,0
52,1,0,49,0,1
52.5,1,0,49,0,0
53,1,0,49,0,0
53.5,1,0,49,0,0
54,1,0,49,0,0
54.5,1,0,49,0,0
55,1,0,49,0,0
55.5,1,0,49,0,0
56,1,0,49,0,0
56.5,1,0,49,0,0
57,1,0,49,0,0
57.5,1,0,49,0,0
58,1,0,49,0,0
58.5,1,0,49,0,0
59,1,0,49,0,0
59.5,1,0,49,0,0
60,1,0,49,0,0
60.5,1,0,49,0,0
61,1,0,49,0,0
61.5,1,0,49,0,0
62,1,0,49,0,0
62.5,1,0,49,0,0
63,1,0,49,0,0
63.5,1,0,49,0,0
64,1,0,49,0,0
64.5,1,0,49,0,0
65,1,0,49,0,0
65.5,1,0,49,0,0
66,1,0,49,0,0
66.5,1,0,49,0,0
67,1,0,49,0,0
67.5,1,0,49,0,0
68,1,0,49,0,0
68.5,1,0,49,0,0
69,1,0,49,0,0
69.5,1,0,49,0,0
70,1,0,49,0,0
70.5,1,0,49,0,0
71,1,0,49,0,0
71.5,1,0,49,0,0
72,1,0,49,0,0
72.5,1,0,49,0,0
73,1,0,49,0,0
73.5,1,0,49,0,0
74,1,0,49,0,0
74.5,1,0,49,0,0
75,1,0,49,0,0
75.5,1,0,49,0,0
76,1,0,49,0,0
76.5,1,0,49,0,0
77,1,0,49,0,0
77.5,1,0,49,0,0
78,1,0,49,0,0
78.5,1,0,49,0,0
79,1,0,49,0,0
79.5,1,0,49,0,0
80,1,0,49,0,0
