"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,596,403,1,384,1
1,0,988,12,596,11
1.5,0,943,57,0,45
2,0,896,104,0,47
2.5,0,872,128,0,24
3,0,834,166,0,38
3.5,0,806,194,0,28
4,0,777,223,0,29
4.5,0,747,253,0,30
5,0,719,281,0,28
5.5,0,695,305,0,24
6,0,671,329,0,24
6.5,0,654,346,0,17
7,0,636,364,0,18
7.5,0,606,394,0,30
8,0,583,417,0,23
8.5,0,554,446,0,29
9,0,527,473,0,27
9.5,0,508,492,0,19
10,0,483,517,0,25
10.5,0,464,536,0,19
11,0,447,553,0,17
11.5,0,428,572,0,19
12,0,413,587,0,15
12.5,0,398,602,0,15
13,0,383,617,0,15
13.5,0,370,630,0,13
14,0,364,636,0,6
14.5,0,352,648,0,12
15,0,336,664,0,16
15.5,0,320,680,0,16
16,0,310,690,0,10
16.5,0,303,697,0,7
17,0,291,709,0,12
17.5,0,281,719,0,10
18,0,267,733,0,14
18.5,0,255,745,0,12
19,0,245,755,0,10
19.5,0,240,760,0,5
20,0,231,769,0,9
20.5,0,223,777,0,8
21,0,217,783,0,6
21.5,0,211,789,0,6
22,0,206,794,0,5
22.5,0,201,799,0,5
23,0,193,807,0,8
23.5,0,180,820,0,13
24,0,176,824,0,4
24.5,0,168,832,0,8
25,0,164,836,0,4
25.5,0,153,847,0,11
26,0,148,852,0,5
26.5,0,143,857,0,5
27,0,139,861,0,4
27.5,0,131,869,0,8
28,0,126,874,0,5
28.5,0,123,877,0,3
29,0,120,880,0,3
29.5,0,117,883,0,3
30,0,113,887,0,4
30.5,0,108,892,0,5
31,0,103,897,0,5
31.5,0,100,900,0,3
32,0,95,905,0,5
32.5,0,90,910,0,5
33,0,87,913,0,3
33.5,0,83,917,0,4
34,0,77,923,0,6
34.5,0,74,926,0,3
35,0,66,934,0,8
35.5,0,64,936,0,2
36,0,59,941,0,5
36.5,0,56,944,0,3
37,0,55,945,0,1
37.5,0,55,945,0,0
38,0,52,948,0,3
38.5,0,46,954,0,6
39,0,43,957,0,3
39.5,0,43,957,0,0
40,0,43,957,0,0
40.5,0,42,958,0,1
41,0,41,959,0,1
41.5,0,39,961,0,2
42,0,38,962,0,1
42.5,0,36,964,0,2
43,0,35,965,0,1
43.5,0,35,965,0,0
44,0,31,969,0,4
44.5,0,30,970,0,1
45,0,27,973,0,3
45.5,0,27,973,0,0
46,0,26,974,0,1
46.5,0,26,974,0,0
47,0,24,976,0,2
47.5,0,23,977,0,1
48,0,22,978,0,1
48.5,0,22,978,0,0
49,0,18,982,0,4
49.5,0,17,983,0,1
50,0,17,983,0,0
50.5,0,15,985,0,2
51,0,15,985,0,0
51.5,0,15,985,0,0
52,0,14,986,0,1
52.5,0,14,986,0,0
53,0,13,987,0,1
53.5,0,12,988,0,1
54,0,11,989,0,1
54.5,0,11,989,0,0
55,0,10,990,0,1
55.5,0,10,990,0,0
56,0,10,990,0,0
56.5,0,10,990,0,0
57,0,9,991,0,1
57.5,0,9,991,0,0
58,0,9,991,0,0
58.5,0,9,991,0,0
59,0,8,992,0,1
59.5,0,8,992,0,0
60,0,7,993,0,1
60.5,0,7,993,0,0
61,0,7,993,0,0
61.5,0,7,993,0,0
62,0,6,994,0,1
62.5,0,6,994,0,0
63,0,6,994,0,0
63.5,0,6,994,0,0
64,0,6,994,0,0
64.5,0,6,994,0,0
65,0,5,995,0,1
65.5,0,5,995,0,0
66,0,5,995,0,0
66.5,0,5,995,0,0
67,0,5,995,0,0
67.5,0,5,995,0,0
68,0,5,995,0,0
68.5,0,4,996,0,1
69,0,4,996,0,0
69.5,0,2,998,0,2
70,0,2,998,0,0
70.5,0,2,998,0,0
71,0,2,998,0,0
71.5,0,2,998,0,0
72,0,1,999,0,1
72.5,0,1,999,0,0
73,0,1,999,0,0
73.5,0,1,999,0,0
74,0,1,999,0,0
74.5,0,1,999,0,0
75,0,1,999,0,0
75.5,0,0,1000,0,1
76,0,0,1000,0,0
76.5,0,0,1000,0,0
77,0,0,1000,0,0
77.5,0,0,1000,0,0
78,0,0,1000,0,0
78.5,0,0,1000,0,0
79,0,0,1000,0,0
79.5,0,0,1000,0,0
80,0,0,1000,0,0
