"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,932,68,0,48,0
1,790,209,1,142,1
1.5,467,524,9,323,8
2,118,860,22,349,13
2.5,9,925,66,109,44
3,1,898,101,8,35
3.5,0,871,129,1,28
4,0,842,158,0,29
4.5,0,805,195,0,37
5,0,781,219,0,24
5.5,0,751,249,0,30
6,0,717,283,0,34
6.5,0,689,311,0,28
7,0,656,344,0,33
7.5,0,631,369,0,25
8,0,611,389,0,20
8.5,0,600,400,0,11
9,0,575,425,0,25
9.5,0,558,442,0,17
10,0,531,469,0,27
10.5,0,515,485,0,16
11,0,494,506,0,21
11.5,0,473,527,0,21
12,0,450,550,0,23
12.5,0,427,573,0,23
13,0,413,587,0,14
13.5,0,396,604,0,17
14,0,385,615,0,11
14.5,0,371,629,0,14
15,0,357,643,0,14
15.5,0,347,653,0,10
16,0,333,667,0,14
16.5,0,313,687,0,20
17,0,298,702,0,15
17.5,0,291,709,0,7
18,0,279,721,0,12
18.5,0,269,731,0,10
19,0,258,742,0,11
19.5,0,245,755,0,13
20,0,238,762,0,7
20.5,0,227,773,0,11
21,0,218,782,0,9
21.5,0,208,792,0,10
22,0,201,799,0,7
22.5,0,194,806,0,7
23,0,188,812,0,6
23.5,0,179,821,0,9
24,0,167,833,0,12
24.5,0,165,835,0,2
25,0,158,842,0,7
25.5,0,153,847,0,5
26,0,146,854,0,7
26.5,0,137,863,0,9
27,0,132,868,0,5
27.5,0,121,879,0,11
28,0,117,883,0,4
28.5,0,115,885,0,2
29,0,111,889,0,4
29.5,0,109,891,0,2
30,0,103,897,0,6
30.5,0,102,898,0,1
31,0,94,906,0,8
31.5,0,90,910,0,4
32,0,87,913,0,3
32.5,0,83,917,0,4
33,0,76,924,0,7
33.5,0,74,926,0,2
34,0,71,929,0,3
34.5,0,69,931,0,2
35,0,66,934,0,3
35.5,0,63,937,0,3
36,0,62,938,0,1
36.5,0,58,942,0,4
37,0,57,943,0,1
37.5,0,56,944,0,1
38,0,54,946,0,2
38.5,0,49,951,0,5
39,0,44,956,0,5
39.5,0,41,959,0,3
40,0,38,962,0,3
40.5,0,36,964,0,2
41,0,34,966,0,2
41.5,0,31,969,0,3
42,0,27,973,0,4
42.5,0,26,974,0,1
43,0,26,974,0,0
43.5,0,24,976,0,2
44,0,22,978,0,2
44.5,0,22,978,0,0
45,0,21,979,0,1
45.5,0,20,980,0,1
46,0,19,981,0,1
46.5,0,19,981,0,0
47,0,18,982,0,1
47.5,0,14,986,0,4
48,0,13,987,0,1
48.5,0,13,987,0,0
49,0,11,989,0,2
49.5,0,11,989,0,0
50,0,11,989,0,0
50.5,0,11,989,0,0
51,0,11,989,0,0
51.5,0,11,989,0,0
52,0,10,990,0,1
52.5,0,10,990,0,0
53,0,10,990,0,0
53.5,0,9,991,0,1
54,0,8,992,0,1
54.5,0,8,992,0,0
55,0,8,992,0,0
55.5,0,7,993,0,1
56,0,6,994,0,1
56.5,0,6,994,0,0
57,0,5,995,0,1
57.5,0,5,995,0,0
58,0,5,995,0,0
58.5,0,5,995,0,0
59,0,5,995,0,0
59.5,0,5,995,0,0
60,0,4,996,0,1
60.5,0,4,996,0,0
61,0,4,996,0,0
61.5,0,4,996,0,0
62,0,4,996,0,0
62.5,0,4,996,0,0
63,0,2,998,0,2
63.5,0,1,999,0,1
64,0,1,999,0,0
64.5,0,0,1000,0,1
65,0,0,1000,0,0
65.5,0,0,1000,0,0
66,0,0,1000,0,0
66.5,0,0,1000,0,0
67,0,0,1000,0,0
67.5,0,0,1000,0,0
68,0,0,1000,0,0
68.5,0,0,1000,0,0
69,0,0,1000,0,0
69.5,0,0,1000,0,0
70,0,0,1000,0,0
70.5,0,0,1000,0,0
71,0,0,1000,0,0
71.5,0,0,1000,0,0
72,0,0,1000,0,0
72.5,0,0,1000,0,0
73,0,0,1000,0,0
73.5,0,0,1000,0,0
74,0,0,1000,0,0
74.5,0,0,1000,0,0
75,0,0,1000,0,0
75.5,0,0,1000,0,0
76,0,0,1000,0,0
76.5,0,0,1000,0,0
77,0,0,1000,0,0
77.5,0,0,1000,0,0
78,0,0,1000,0,0
78.5,0,0,1000,0,0
79,0,0,1000,0,0
79.5,0,0,1000,0,0
80,0,0,1000,0,0
