"time","S","I","R","new_I","new_R"
0,980,20,0,20,0
0.5,975,22,3,5,3
1,967,28,5,8,2
1.5,958,36,6,9,1
2,948,45,7,10,1
2.5,929,63,8,19,1
3,908,84,8,21,0
3.5,875,111,14,33,6
4,831,149,20,44,6
4.5,786,187,27,45,7
5,747,215,38,39,11
5.5,694,257,49,53,11
6,611,328,61,83,12
6.5,551,373,76,60,15
7,488,415,97,63,21
7.5,422,460,118,66,21
8,352,500,148,70,30
8.5,309,518,173,43,25
9,260,541,199,49,26
9.5,211,571,218,49,19
10,174,585,241,37,23
10.5,139,591,270,35,29
11,127,577,296,12,26
11.5,108,567,325,19,29
12,89,554,357,19,32
12.5,75,537,388,14,31
13,64,522,414,11,26
13.5,53,514,433,11,19
14,45,493,462,8,29
14.5,37,488,475,8,13
15,32,466,502,5,27
15.5,27,452,521,5,19
16,20,436,544,7,23
16.5,14,425,561,6,17
17,12,404,584,2,23
17.5,8,390,602,4,18
18,7,371,622,1,20
18.5,6,352,642,1,20
19,6,330,664,0,22
19.5,5,318,677,1,13
20,2,302,696,3,19
20.5,2,284,714,0,18
21,2,272,726,0,12
21.5,2,262,736,0,10
22,1,251,748,1,12
22.5,1,242,757,0,9
23,1,227,772,0,15
23.5,1,214,785,0,13
24,0,210,790,1,5
24.5,0,200,800,0,10
25,0,190,810,0,10
25.5,0,183,817,0,7
26,0,173,827,0,10
26.5,0,164,836,0,9
27,0,157,843,0,7
27.5,0,152,848,0,5
28,0,147,853,0,5
28.5,0,139,861,0,8
29,0,131,869,0,8
29.5,0,124,876,0,7
30,0,116,884,0,8
30.5,0,111,889,0,5
31,0,109,891,0,2
31.5,0,102,898,0,7
32,0,98,902,0,4
32.5,0,91,909,0,7
33,0,88,912,0,3
33.5,0,85,915,0,3
34,0,81,919,0,4
34.5,0,76,924,0,5
35,0,71,929,0,5
35.5,0,70,930,0,1
36,0,66,934,0,4
36.5,0,65,935,0,1
37,0,64,936,0,1
37.5,0,64,936,0,0
38,0,60,940,0,4
38.5,0,57,943,0,3
39,0,54,946,0,3
39.5,0,52,948,0,2
40,0,49,951,0,3
40.5,0,49,951,0,0
41,0,44,956,0,5
41.5,0,42,958,0,2
42,0,41,959,0,1
42.5,0,40,960,0,1
43,0,38,962,0,2
43.5,0,33,967,0,5
44,0,33,967,0,0
44.5,0,33,967,0,0
45,0,32,968,0,1
45.5,0,30,970,0,2
46,0,27,973,0,3
46.5,0,24,976,0,3
47,0,23,977,0,1
47.5,0,22,978,0,1
48,0,20,980,0,2
48.5,0,20,980,0,0
49,0,19,981,0,1
49.5,0,18,982,0,1
50,0,18,982,0,0
50.5,0,16,984,0,2
51,0,16,984,0,0
51.5,0,15,985,0,1
52,0,14,986,0,1
52.5,0,14,986,0,0
53,0,13,987,0,1
53.5,0,13,987,0,0
54,0,13,987,0,0
54.5,0,12,988,0,1
55,0,11,989,0,1
55.5,0,11,989,0,0
56,0,9,991,0,2
56.5,0,9,991,0,0
57,0,9,991,0,0
57.5,0,9,991,0,0
58,0,8,992,0,1
58.5,0,8,992,0,0
59,0,7,993,0,1
59.5,0,6,994,0,1
60,0,6,994,0,0
60.5,0,6,994,0,0
61,0,6,994,0,0
61.5,0,6,994,0,0
62,0,6,994,0,0
62.5,0,6,994,0,0
63,0,4,996,0,2
63.5,0,4,996,0,0
64,0,4,996,0,0
64.5,0,4,996,0,0
65,0,4,996,0,0
65.5,0,4,996,0,0
66,0,4,996,0,0
66.5,0,3,997,0,1
67,0,3,997,0,0
67.5,0,3,997,0,0
68,0,3,997,0,0
68.5,0,3,997,0,0
69,0,3,997,0,0
69.5,0,2,998,0,1
70,0,2,998,0,0
70.5,0,2,998,0,0
71,0,2,998,0,0
71.5,0,2,998,0,0
72,0,1,999,0,1
72.5,0,0,1000,0,1
73,0,0,1000,0,0
73.5,0,0,1000,0,0
74,0,0,1000,0,0
74.5,0,0,1000,0,0
75,0,0,1000,0,0
75.5,0,0,1000,0,0
76,0,0,1000,0,0
76.5,0,0,1000,0,0
77,0,0,1000,0,0
77.5,0,0,1000,0,0
78,0,0,1000,0,0
78.5,0,0,1000,0,0
79,0,0,1000,0,0
79.5,0,0,1000,0,0
80,0,0,1000,0,0
