"time","S","I","R","new_I","new_R"
0,196,4,0,4,0
0.5,196,4,0,0,0
1,195,5,0,1,0
1.5,195,5,0,0,0
2,193,7,0,2,0
2.5,191,9,0,2,0
3,189,10,1,2,1
3.5,187,12,1,2,0
4,186,11,3,1,2
4.5,184,13,3,2,0
5,180,15,5,4,2
5.5,177,17,6,3,1
6,175,18,7,2,1
6.5,174,18,8,1,1
7,174,17,9,0,1
7.5,173,17,10,1,1
8,172,15,13,1,3
8.5,172,13,15,0,2
9,169,16,15,3,0
9.5,169,14,17,0,2
10,167,15,18,2,1
10.5,165,16,19,2,1
11,164,16,20,1,1
11.5,164,15,21,0,1
12,164,14,22,0,1
12.5,163,13,24,1,2
13,162,13,25,1,1
13.5,161,14,25,1,0
14,160,14,26,1,1
14.5,158,16,26,2,0
15,154,17,29,4,3
15.5,151,20,29,3,0
16,150,19,31,1,2
16.5,150,17,33,0,2
17,149,18,33,1,0
17.5,146,20,34,3,1
18,141,23,36,5,2
18.5,137,26,37,4,1
19,136,25,39,1,2
19.5,134,27,39,2,0
20,126,34,40,8,1
20.5,123,36,41,3,1
21,121,35,44,2,3
21.5,120,35,45,1,1
22,118,33,49,2,4
22.5,115,35,50,3,1
23,114,34,52,1,2
23.5,107,39,54,7,2
24,106,38,56,1,2
24.5,103,39,58,3,2
25,102,38,60,1,2
25.5,98,40,62,4,2
26,94,41,65,4,3
26.5,94,34,72,0,7
27,93,31,76,1,4
27.5,92,31,77,1,1
28,90,33,77,2,0
28.5,89,32,79,1,2
29,85,34,81,4,2
29.5,84,34,82,1,1
30,83,35,82,1,0
30.5,82,34,84,1,2
31,81,32,87,1,3
31.5,79,34,87,2,0
32,75,35,90,4,3
32.5,71,34,95,4,5
33,69,32,99,2,4
33.5,68,32,100,1,1
34,68,30,102,0,2
34.5,67,29,104,1,2
35,65,27,108,2,4
35.5,65,26,109,0,1
36,64,27,109,1,0
36.5,64,26,110,0,1
37,63,24,113,1,3
37.5,61,22,117,2,4
38,58,24,118,3,1
38.5,58,22,120,0,2
39,58,18,124,0,4
39.5,58,16,126,0,2
40,58,15,127,0,1
40.5,58,14,128,0,1
41,58,13,129,0,1
41.5,58,12,130,0,1
42,58,11,131,0,1
42.5,57,12,131,1,0
43,57,11,132,0,1
43.5,57,11,132,0,0
44,57,8,135,0,3
44.5,57,7,136,0,1
45,57,7,136,0,0
45.5,57,7,136,0,0
46,57,7,136,0,0
46.5,57,7,136,0,0
47,57,7,136,0,0
47.5,56,7,137,1,1
48,56,5,139,0,2
48.5,56,5,139,0,0
49,56,5,139,0,0
49.5,56,5,139,0,0
50,56,5,139,0,0
50.5,55,6,139,1,0
51,55,6,139,0,0
51.5,55,6,139,0,0
52,55,6,139,0,0
52.5,55,6,139,0,0
53,55,6,139,0,0
53.5,55,6,139,0,0
54,54,6,140,1,1
54.5,54,6,140,0,0
55,54,6,140,0,0
55.5,54,6,140,0,0
56,54,5,141,0,1
56.5,54,4,142,0,1
57,54,3,143,0,1
57.5,54,3,143,0,0
58,54,3,143,0,0
58.5,54,3,143,0,0
59,54,3,143,0,0
59.5,54,3,143,0,0
60,53,3,144,1,1
60.5,53,3,144,0,0
61,53,3,144,0,0
61.5,53,3,144,0,0
62,53,3,144,0,0
62.5,53,2,145,0,1
63,53,2,145,0,0
63.5,53,2,145,0,0
64,53,0,147,0,2
64.5,53,0,147,0,0
65,53,0,147,0,0
65.5,53,0,147,0,0
66,53,0,147,0,0
66.5,53,0,147,0,0
67,53,0,147,0,0
67.5,53,0,147,0,0
68,53,0,147,0,0
68.5,53,0,147,0,0
69,53,0,147,0,0
69.5,53,0,147,0,0
70,53,0,147,0,0
70.5,53,0,147,0,0
71,53,0,147,0,0
71.5,53,0,147,0,0
72,53,0,147,0,0
72.5,53,0,147,0,0
73,53,0,147,0,0
73.5,53,0,147,0,0
74,53,0,147,0,0
74.5,53,0,147,0,0
75,53,0,147,0,0
75.5,53,0,147,0,0
76,53,0,147,0,0
76.5,53,0,147,0,0
77,53,0,147,0,0
77.5,53,0,147,0,0
78,53,0,147,0,0
78.5,53,0,147,0,0
79,53,0,147,0,0
79.5,53,0,147,0,0
80,53,0,147,0,0
