"time","S","I","R","new_I","new_R"
0,49,1,0,1,0
0.5,49,1,0,0,0
1,48,2,0,1,0
1.5,46,4,0,2,0
2,45,5,0,1,0
2.5,45,5,0,0,0
3,44,6,0,1,0
3.5,44,5,1,0,1
4,43,5,2,1,1
4.5,43,5,2,0,0
5,42,6,2,1,0
5.5,42,6,2,0,0
6,41,6,3,1,1
6.5,40,7,3,1,0
7,40,7,3,0,0
7.5,39,8,3,1,0
8,38,9,3,1,0
8.5,35,11,4,3,1
9,32,14,4,3,0
9.5,31,14,5,1,1
10,29,15,6,2,1
10.5,29,12,9,0,3
11,29,11,10,0,1
11.5,28,12,10,1,0
12,28,12,10,0,0
12.5,27,12,11,1,1
13,27,12,11,0,0
13.5,25,14,11,2,0
14,24,15,11,1,0
14.5,24,13,13,0,2
15,24,12,14,0,1
15.5,24,11,15,0,1
16,24,10,16,0,1
16.5,23,11,16,1,0
17,22,10,18,1,2
17.5,21,11,18,1,0
18,21,10,19,0,1
18.5,21,9,20,0,1
19,21,8,21,0,1
19.5,20,8,22,1,1
20,20,7,23,0,1
20.5,20,7,23,0,0
21,20,7,23,0,0
21.5,20,6,24,0,1
22,20,6,24,0,0
22.5,20,6,24,0,0
23,20,6,24,0,0
23.5,20,5,25,0,1
24,20,4,26,0,1
24.5,20,4,26,0,0
25,20,4,26,0,0
25.5,20,4,26,0,0
26,19,5,26,1,0
26.5,19,5,26,0,0
27,19,5,26,0,0
27.5,19,5,26,0,0
28,19,5,26,0,0
28.5,19,5,26,0,0
29,19,5,26,0,0
29.5,18,6,26,1,0
30,18,5,27,0,1
30.5,18,5,27,0,0
31,18,5,27,0,0
31.5,18,5,27,0,0
32,18,5,27,0,0
32.5,18,4,28,0,1
33,18,4,28,0,0
33.5,18,3,29,0,1
34,18,3,29,0,0
34.5,17,4,29,1,0
35,17,3,30,0,1
35.5,17,3,30,0,0
36,17,3,30,0,0
36.5,17,3,30,0,0
37,17,3,30,0,0
37.5,17,3,30,0,0
38,17,3,30,0,0
38.5,17,3,30,0,0
39,17,3,30,0,0
39.5,17,3,30,0,0
40,17,3,30,0,0
40.5,17,3,30,0,0
41,17,3,30,0,0
41.5,17,2,31,0,1
42,17,2,31,0,0
42.5,17,2,31,0,0
43,16,2,32,1,1
43.5,16,2,32,0,0
44,16,2,32,0,0
44.5,16,1,33,0,1
45,16,1,33,0,0
45.5,16,1,33,0,0
46,16,0,34,0,1
46.5,16,0,34,0,0
47,16,0,34,0,0
47.5,16,0,34,0,0
48,16,0,34,0,0
48.5,16,0,34,0,0
49,16,0,34,0,0
49.5,16,0,34,0,0
50,16,0,34,0,0
50.5,16,0,34,0,0
51,16,0,34,0,0
51.5,16,0,34,0,0
52,16,0,34,0,0
52.5,16,0,34,0,0
53,16,0,34,0,0
53.5,16,0,34,0,0
54,16,0,34,0,0
54.5,16,0,34,0,0
55,16,0,34,0,0
55.5,16,0,34,0,0
56,16,0,34,0,0
56.5,16,0,34,0,0
57,16,0,34,0,0
57.5,16,0,34,0,0
58,16,0,34,0,0
58.5,16,0,34,0,0
59,16,0,34,0,0
59.5,16,0,34,0,0
60,16,0,34,0,0
60.5,16,0,34,0,0
61,16,0,34,0,0
61.5,16,0,34,0,0
62,16,0,34,0,0
62.5,16,0,34,0,0
63,16,0,34,0,0
63.5,16,0,34,0,0
64,16,0,34,0,0
64.5,16,0,34,0,0
65,16,0,34,0,0
65.5,16,0,34,0,0
66,16,0,34,0,0
66.5,16,0,34,0,0
67,16,0,34,0,0
67.5,16,0,34,0,0
68,16,0,34,0,0
68.5,16,0,34,0,0
69,16,0,34,0,0
69.5,16,0,34,0,0
70,16,0,34,0,0
70.5,16,0,34,0,0
71,16,0,34,0,0
71.5,16,0,34,0,0
72,16,0,34,0,0
72.5,16,0,34,0,0
73,16,0,34,0,0
73.5,16,0,34,0,0
74,16,0,34,0,0
74.5,16,0,34,0,0
75,16,0,34,0,0
75.5,16,0,34,0,0
76,16,0,34,0,0
76.5,16,0,34,0,0
77,16,0,34,0,0
77.5,16,0,34,0,0
78,16,0,34,0,0
78.5,16,0,34,0,0
79,16,0,34,0,0
79.5,16,0,34,0,0
80,16,0,34,0,0
